id_boleto,id_pagador,id_beneficiario,dt_emissao,dt_vencimento,dt_pagamento,vlr_nominal,vlr_baixa,tipo_baixa,tipo_especie
4d1bdad2ee0cca0378580f3ba7630e07dd589d7175a9afc2fdbbe854e23fc460,81583aa6291a20cc8f62b2d109e1bed0e76f690a4e8e25dbd44ae00bdcbda108,dbc8f5e1988cd783a50b97c82d62268ed8888f1f7ba763d2256e99a7917c5a81,2024-02-14,2024-05-09,2024-05-09,1499.5,1499.5,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a0b4fc3247380fc3afbefc2af30486616d01310fc819a4f789c7586b6f24a920,4b608f06c2f1b7c0693f19b651036978a62f0fe0dc5551f80a80f80428e423e9,4618546875dc7d859ab6675d10f5ce95e2f5279c29c5036e9ef2e6be38c80053,2024-05-16,2024-05-31,2024-05-31,452.73,452.73,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
6c7b6a397962e70bd40903570d14a2222f08576726e5428968aca7062d6ad182,b41e9459a035269fe3025934d129ba929c027dfd220674e7ff300b9a378dbfa3,3e4684f7e56192742ade2696501d11a16011f656a6620e7de4552467988396f7,2024-03-28,2024-05-01,2024-04-30,3900.0,3900.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
4cbd1000746e13be00ee44aa04ca613e53c999e5445471c8baa69bee6e88a945,37111538b4924b0bcc81cec24eaeba22bd64789480462751ad7caf4765a4e662,39baf6c5038c643d9bd1bada84991cd6993194de0d7d224753652e4965eb0118,2024-01-25,2024-05-04,2024-05-06,4162.86,4162.86,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
02d81aff6fcba5c83a1636653e6cff47e97ddc1846f3abe543828da7e6857605,64962a283ab255f2e7c18d9d0d55e370b9c6787045bb2e1a0ee9aeac2d62265a,6fad52b911f8134a72fffab8ea86fdbc008c88db4ba3ab995113d0597729eaea,2024-04-29,2024-05-13,2024-05-13,3236.35,3236.35,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a6283c0f16fa4f9adb18d3a147a1f80c987aa1b4f55f25d1fe2e50f3b425207f,3c2b0c77e0e2f631a615d0f8f3fb228eac8920f21dca38d7ecf5fb28469ec3b5,0cfaf6e83d25599b0e5660476a9e0291f257fcba1f35066e31a5998910dff225,2024-04-04,2024-05-16,2024-05-16,149028.0,149028.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
2a5efd8a2445eae22731a65fdd068341f3a4435433e911c394d3ac03958feb0c,3c2b0c77e0e2f631a615d0f8f3fb228eac8920f21dca38d7ecf5fb28469ec3b5,4fc26302b776823f80c472000e520200b3f555a3f692f9f0f7f1a01e6429a44c,2024-05-06,2024-05-29,2024-05-29,7975.8,7975.8,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
db8364cd5d19561bf0e4ed53741b01f67493b5b7a9018262b17be357e31d0e4a,910c76f4b1aa3e71e34ae367c97c4289a02b2bf939557512f4edff6fc05c76b5,a878f5bfd9dae67072d495d5c393285646facd23fc3e6a6723424e0dec6ae8bd,2024-04-19,2024-05-29,,1306.13,,,DM DUPLICATA MERCANTIL
bd742776d3f5bd3293386a21619ddf519944fddf1eea3455ffd5da88a8fcc273,3c2b0c77e0e2f631a615d0f8f3fb228eac8920f21dca38d7ecf5fb28469ec3b5,08f452969f6962214d28270fe1ac6c06907554dba50eb43f82b5b621909a74d6,2024-03-26,2024-05-21,2024-05-21,375694.56,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
efc481d80481fb8c4a33dcb0b4ffd4cad562b7058d561ed008922c8cf20f389f,3c2b0c77e0e2f631a615d0f8f3fb228eac8920f21dca38d7ecf5fb28469ec3b5,4fc26302b776823f80c472000e520200b3f555a3f692f9f0f7f1a01e6429a44c,2024-04-15,2024-05-15,2024-05-15,5214.06,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
16960908df112fbabd9ce80f741f67e629ac749c36ee20954e11cd5374eb5eb5,31362d843afad017bb9671cbef186794ce875e49aa5cc2661fb4e2afd66da75b,30800e3b8abddfaee9f7f7609df65087180971700f9ea6e49e1f1d7ffb9bfb8b,2024-03-26,2024-05-24,2024-05-24,3395.67,3395.67,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
10f709721634d88cea243c57d83a258ad7b6b9c24c550481a5584fee2a5abdc8,2d1a1af86799450bf86a2e7b065e282c91d7ef8ae23ba0a63de5b1e39aed05d8,e3554de2e3d5d629e0ad720045c2854aa317c9b646534e07c1f3722007d84087,2024-04-29,2024-05-29,2024-05-29,432.9,432.9,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
8e57173894a27d9109a0ffd8c755519f10e49b46ee267b771ebbc5eb2a91b870,1ca161cb75098252becfc33e1f0f7a99a4cf60fd4ad15554f4a83e7913c65931,a179082ac11c3b1aa12621c56db0f7d9dd1150e2ec517e69762062487a379045,2024-02-15,2024-05-15,2024-05-15,552.93,552.93,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
086c69ea79767ec0f63bf7df4e738037242b07f28952df2ac6ab97e28c87cbcc,91309a27e4959923f72a0081ffa8c4cbebfd23e6e33bd88cf5aa8670f082a15c,d0636f5f5307d2b073c07a114e07bd1ebd7e6170287ffd15f0a91607433c391d,2024-02-19,2024-05-13,2024-05-13,229.97,229.97,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
abacc9c0190e627e7c8af78c2eb676c501d1dc9efc149c8652436ca6068bda83,1ca161cb75098252becfc33e1f0f7a99a4cf60fd4ad15554f4a83e7913c65931,6f78cd3be2a1d5da53fc06290fbaf73c9ad16abb583a517fdc0900a85a24ec03,2024-04-09,2024-05-05,2024-05-06,2211.98,2211.98,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
bc8c71d86f5f11588e384d988f548b0858449d4e58964ad9090c974a97688722,b52d6698d402390335f335055d710c41e35f222820f389f92d7c9191818b7fd6,0ad5e74b023fe454638ae24b75432e3ea40f8cffa1537c3a0d8a45c803d73351,2024-04-03,2024-05-16,2024-05-16,9636.0,9636.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
0d1abfd03e15e4413f4606bb16fbf74a4b4d025a386de31c5679bdb1b37bc2b6,72c394f604d86498c032e4ad983f7191b5df6ea36ae3f6290865fab893cb39a5,2615ac16729c01976a797805cf365119e849e7141796b358c3cf023905f6f4e1,2024-04-18,2024-05-09,2024-05-06,1917.18,1917.18,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
a03d06142c6edfa42cce68ca0470100ecc7d1156ee35c4f39cc7eb38d65e6d7f,7298297043cb872ac5bab7086ccad8e5743f7745a3eb3711a644bf8db9a08a86,4320dd3749af90cc5a4532103e355d185c183297a819efc8d0c175b18f7877d3,2024-04-10,2024-05-08,2024-05-08,708.96,708.96,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
abb533d92ae121751a3e89fb58b318b3525b20816b2f7b26cc554e4b5b2352ec,ba93f0cf64be830fa0b417dbe528ae44291bc4404110b01f5feab33259daaf40,141256db25628a57fe16343b6dbce27e6ecd47f2a960e5c4427cb19710975f4d,2024-05-10,2024-05-31,2024-05-31,1287.0,1287.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
3cc388634f8b59c5dfe7d3280bd0a7141813c733b1206354c26bef5167cf8711,671a627714c636b020e7a502e4969dcdbffe5b11a3ab36160d08486e6fde26cf,2990f941e6c4ba5bf929cb96c6c5d2bad46510e912c3e6968172b2ef63a311bf,2024-03-06,2024-05-01,2024-05-02,353.05,353.05,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
4950bf5cc2c9b3712843369a4c6fc63bca3c23aa77508324d4ae0de41422c89d,6ca29bb927eddcf4027d5243aa4055cd13ad4135506f43309ed61182dddc0a0a,9bd12dad218d8a6c0afa29f98bf6377af011617b5eecb1018801cc3d41c90ba7,2024-05-13,2024-05-13,2024-05-13,6355.76,6355.76,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
15e419d340e1fdf7e05474fc43f8c37f93aadd54e219a7d5737d11aeffa8fca4,7cb0c9266a8cbb34d1bb49706712b165e55d5af1a00d8022fc3257f8725ff417,08d6cf213cd596bc02e23ef006c55cdd6506461b6515cfaafbee888fbf60d506,2024-04-10,2024-05-03,2024-06-07,1156.8,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
64aae9796326de4f235218337d523c867a5492803a3dc47648e93af227ba624a,7cb0c9266a8cbb34d1bb49706712b165e55d5af1a00d8022fc3257f8725ff417,08d6cf213cd596bc02e23ef006c55cdd6506461b6515cfaafbee888fbf60d506,2024-04-10,2024-05-09,2024-06-07,1022.4,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
ea9926b51e63f2625d6c70d5ac927e53c9293e26e60e71a044cb9ed1b1a0ca5d,4a44b3294f316beca5a8a959f7af354f7b96c2ba6ee6f3a99544d4660ccbfb1b,74b50fc0e4edf32edaa3ecbbae4af1465e8608e04c53ec9fc699403de94b3a40,2024-03-13,2024-05-02,2024-05-06,1213.04,1227.6,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
9ad37cd3006d01b25cc8c091b98be59ed66801220a0ba548fc468d144e464a83,3310f90fa087f0d92a53c8970739af3627fc48fde8a75677e14860dbe84208ec,3b7ca30b4d227939285494e51a1e5523957403f70b3518ede45adbc454e07b9c,2024-02-28,2024-05-13,2024-05-14,580300.0,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
891d7c81abc519d62ff1b525fe5e8881aa984161fb3654b3436cfc47a52214ca,bd1ec863421d783372b102bc46d4473c032c0fd6caaf76b70d22203a4f0381f9,c552802f266cf08a4c5cff40895b6764ac093c56e20db40986c4bbbbc5c70d56,2024-05-02,2024-05-30,2024-05-29,2289.95,2289.95,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
a27378b3571370e345cdba1e04e807b48de6bdaa08547dd03df349749420bd78,62716efaeff53f4f4526583f5e413d551471a4e96f7ca284ff487a23c89cccef,9a1072473508f642b4cd4f810fb876a6b55861a08566c98b2546d4e55055a3a3,2024-03-06,2024-05-21,2024-05-21,1032.11,1032.11,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
9cd682768597458e7623cdc82134fdb1b58b121781cba3a984c6294b578bdfd0,3341f8b783c40e584e1e37457c963691a16e49fd964a6f334aa6ab92352d22f1,3e293a179deb98210634a2d754b09416959a2f38a8e0e5b5461f0cbccd7ab444,2023-10-27,2024-05-10,2024-05-10,20000.0,20000.0,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
35b8d41597730f32024b3a042d1783dd9072c8b8b4849bdf232e1208fd20a1f3,70b7d0d51e028b858dbb0eac27048a9a45d2ce5bc38fa837956ca3b4c68be43d,ce57dcbeff0878d6be85d66e53f56047dfd9f438ab7fcd563fce96ffe0a9f75d,2024-04-09,2024-05-20,2024-05-20,583.33,583.33,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
7a24ab885896dfe209002ff2f6aee954438d0dd3d43d2a1bb578961a601df97e,dc91e79a1d66a4bff4ff2393440fad9f86964b136764ba4d877dfa54130618fd,0f47d3cd69baa01507007a68e5fce913540b92ce40f0ce05557384630433a9db,2024-03-28,2024-05-20,2024-07-27,899.3,,7 - Baixa integral por decurso de prazo,DM DUPLICATA MERCANTIL
28a8f6cb2a69f9f003f405f995b0372a7401d4f3cce60a2e0e358f8ec0b4547b,7f29a1d70097c85156af420b91a45c90890718d1802e12a15b77f21e98d84584,b18980d9a72b4880b11097398d55f4702500744e25ac3c753e2758917c06eba9,2024-05-08,2024-05-22,2024-05-24,856.6,890.85,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
0208f67a8f4bb78f45567c6a40f45b897faaf178140888b5d8c5b24822fb0d3e,2edb6e3a4cc436cdb4ba0032ff31208d1a6ee37851ffaf12c7b90d6bb7fd1006,ae18a7c469bbc64b27ffcfa31407b1b5b9e4051b31af36e9f1b9cfbc5c7152cd,2024-02-13,2024-05-09,2024-05-09,375000.0,375000.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
eeef88c522b77eb6823c5838d2bcf3044f8f33704b1392ad95591c5b3ab233ee,67b4bed678014446e38be15e5ac39dd6514b91e64995171adb17f6fd9fc14355,bfe5b87db0fdf808041661b30daef2de56d71e252580ae3a19f6c0d4c9245d92,2024-04-10,2024-05-24,2024-05-24,819.33,819.33,0 - Baixa integral interbancaria,DMI DUPLICATA MERCANTIL INDICACAO
85718f17ee4d94ff614e76948b03dee780c86882a0b32e340e411f7837307a9c,e7a98ca15374999ed7916c1e033de46c4b1074564b14d0513d6ce643cf267120,c8204a2db6a3d432c7e943ce755d4dce53ba2517bf4c1a77bc7aea84ea2f7360,2024-04-24,2024-05-24,2024-05-22,3074.2,3074.2,0 - Baixa integral interbancaria,DMI DUPLICATA MERCANTIL INDICACAO
03d34675587e79a169bf6b2e1cfda54e369b8f25e10e90996d3799f84acedcc6,f9517b71d00fdd1232c01a3f0081b60e0bdf3f5d168d73e351c66c133c92e1f1,d511319f9a51c78a24f7cee8d4f83fd86042911a47188b4426d9c79307f919a4,2024-03-25,2024-05-09,2024-05-09,1676.24,1676.24,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
214c39724844c486163df9cb40cae8023ac72b36f5d639b4735620d1d7150a1f,f9517b71d00fdd1232c01a3f0081b60e0bdf3f5d168d73e351c66c133c92e1f1,e7088e5687392ad3042560dd96f745beb62bfda491e6bb7bcd72e2ffd64e8436,2024-03-15,2024-05-29,2024-05-29,11315.81,11315.81,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
6f17f24c894b43c36341975cc6315af5bc4011e42228d2b684304ef75f194be7,f9517b71d00fdd1232c01a3f0081b60e0bdf3f5d168d73e351c66c133c92e1f1,e7088e5687392ad3042560dd96f745beb62bfda491e6bb7bcd72e2ffd64e8436,2024-03-15,2024-05-14,2024-05-14,11884.68,11884.68,1 - Baixa integral intrabancaria,DMI DUPLICATA MERCANTIL INDICACAO
b1b7552fe0bf1883f29bb7a6c5ed0c1b2a3002fe1f4446ca3f59c70120152770,a5951aa36728292d13c533a1034d2eb93e0421f9936fa2ca8aac33df0cb30446,58e202aa20ca1284fd90d26432a55568103fc5479136dde8a565fe92cdfafcbd,2024-02-20,2024-05-15,2024-05-13,1231.86,1231.86,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
4b75171c91c2acc2a72ae9e4225eeb8e0ef2273ef7cd7f8283b3b88e2116b074,c285b0b12e948be9955d354e97600486d3785ac9f8c5a276e3746c6b7f8a2a48,e137c27d8eebaebc15cf24addf5be3f9ff38b023edca9da5abf8c44cc043cd2f,2024-04-26,2024-05-24,2024-05-24,102570.0,102570.0,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
b752fd973d11700e87ae4c819d39fd282238bab8783f90fbd40e9a6cdadcdd98,1f7f82d7d77b07ba13ff5985fd2a10913ca7bbbb427f6d09248a6db17e2e044d,d5408e4162472a9b86eca801abb40c7067848bc70271fdc6592a63e4a66e4c19,2024-05-14,2024-05-28,2024-06-01,8455.0,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
f2a8115b547b3a6ae926c3ae3191af2ea35b8bb575873e4710c8eb189ebfc470,9b61e3df4150eaffecf90c1b27344cd1eaf249ab0132aa518f1e76f97d166958,9a6a9f581602049c6d320a4e3563c37b5909e2af70ccaf064c618ad410849d19,2024-03-04,2024-05-03,2024-05-07,821.6,847.87,0 - Baixa integral interbancaria,DM DUPLICATA MERCANTIL
478eed45730cc3676485a7196aba19bfd61bab01b9e998e889177f077352f271,b91bba99002d1fd04daba6c0b2aa15cc9ffa90d8a5baa9f60b8ba60daf0f2d1a,77eb4549000237b72ab75fc961e56ea208c87ac489d21ea3f4945978b8f9c6f0,2023-12-22,2024-05-31,2024-06-20,67.63,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
139c34c0ce8954e167626397c3a744dda1239a99aed31110b3dfa2c231f6fd71,61e900bde0eca00036e90e87f0644a282eaeb273f878bb0f51e9e47b343a2c7c,bbc534834e6cf368e1be1752db2d4db7bbba28349ebf58e753d90c523b8233fc,2024-01-25,2024-05-14,2024-04-19,3406.48,,5 - Baixa integral por solicitacao do cedente,DM DUPLICATA MERCANTIL
36eda0ae7e588a19bff0b8dee19b1ce98ee0559f5cb664147cba0dcf56ab8758,32599c6892c56a10ec96da22c8530b89d0cedadb2356b100fbdf27148d7cf127,a0523480ce64ce9867ca5464fa466e231d5460eeea37dd369ba966526cd24cb2,2024-03-20,2024-05-22,2024-05-22,858.63,858.63,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
80969cae544e7d514517ea4a15edd7b294a3e9f6beb88b05d734fd74c6dbab7d,fb2ffbb4325159b1892ef02266434c9557f1aa4cbe92f22522df3453149b2f15,db0905577fad42ddf871a37d3dce2d38c83fa11b8a7587d6c34458238a056c93,2024-04-04,2024-05-23,2024-05-23,5155.47,5155.47,1 - Baixa integral intrabancaria,DM DUPLICATA MERCANTIL
