id_cnpj,cd_cnae_prin,uf,sacado_indice_liquidez_1m,cedente_indice_liquidez_1m,score_materialidade_evolucao,media_atraso_dias,indicador_liquidez_quantitativo_3m,share_vl_inad_pag_bol_6_a_15d,score_quantidade_v2,score_materialidade_v2
bd4db55776e27171d919ff76c2e362581c466150e4ac89a48825055ed750b64b,8610102,MG,0.9300400728543224,0.5505320438350333,891,176.74125874125875,0.970,0.02935,977,988
c1d4ad6086a48af8a4e0d3b05228a9e953e01b8f8cb7427b25795144b89a51bb,4711302,RS,0.9616303853097152,,918,158.21666666666667,0.950,0.06686,978,989
a51568ef33190c31006780bac4edca3c35d7a2dd36c87e0c818bdf4fff1c23d9,1412601,SP,0.9869193352774647,,910,108.000,0.880,0.000,881,986
6697d02644380aba655a3c033f53fd31e64e66037a8294eb1e1e2476b89e4d40,4771701,PR,0.9785673176109284,0.7915402231940449,818,189.72727272727272,0.970,0.0376,919,985
821eaeccb86c2a3140a2bace17a73a5082b35e8effe3d28ac705991b12bafe8d,4781400,SC,0.887561011031011,,757,210.700,0.800,0.11295,926,986
d77f52dfd94cb5efc58ae91c98c36919ffc13d01d14ff90394b353ed6184fcfd,2063100,GO,0.3392963375604699,1.000,934,148.66666666666666,0.840,0.000,971,988
0b3c06de246b231b1b557715fe60e104a8ec90ca83cd7b18b23bf8ba6626072f,1412601,SC,0.987533324467353,0.8882391583248214,964,293.3666666666667,0.980,0.000,983,988
6b4c7f16e77141e7d164ff17837f5bcc1d256f1e5ddfcb9b63379b112212bf6d,4781400,CE,0.7552069748577892,,658,72.85714285714286,0.550,0.000,174,958
269788e10664be2d2e3ffc51036360261bc7671532f841277861cde980a5b45e,4673700,AL,0.8113204727742419,0.7071869579999546,905,150.61764705882354,0.930,0.24308,983,988
31c813fae7706ea0b377934ed151e38aae91f739ae3879c0e5218990829a0feb,4635402,SC,0.5878159957660888,0.9386172985936763,787,135.000,0.790,0.22261,977,985
87b57197803259f7c4af273190a6d871d500c21743bb78411d3aba9d0ee956fc,2599399,SP,0.9705395844653194,0.6012842386938775,955,210.250,0.860,0.000,966,982
ceba27fd27db90f830f1e37382d70ea0ccc7ac56d3c32608da7f5305b738d293,4771701,PR,0.8363753257843279,,807,184.91304347826087,0.920,0.16005,698,980
ecf89dc7f9b9d9c1a655a72503bca58a88df0480eb080bc5ad843f6f1cf63983,4771701,PR,0.10366894096247756,,908,227.96428571428572,0.790,0.00816,982,986
90858a184b42260aba66b08504f9d2c9f10622a35c6ae1b93797fc9cd668e896,4711302,GO,0.9586535973744139,,935,234.64313725490197,0.970,0.01716,977,986
3dc3406785c63939eeed7a0f2e32368f463d1ba3c0c05e6a1c2b55c9bb544f14,6920601,SP,0.6083697648837839,0.8695053514917659,688,190.000,1.000,0.000,853,970
1115db5f151161a822cb83c02d824134ebd1b879166f9c33e7ae01268ecf8fea,111302,SP,0.8058712727927875,,846,127.33333333333333,0.880,0.84904,864,986
627264a06cd25b9b4f34a6c3aaf80f5e1379d1feea5bd2e03116e9d35448e0f4,4789005,MG,0.9504594503049233,1.000,757,0.000,0.760,0.000,764,980
ba045a2dd8c5b43b8012c9abeab59273a95c81f31feff9124724c26644ada571,4683400,"",0.6889013861433136,0.7829517798550502,489,131.68253968253967,0.840,0.00662,948,985
c7d8ba2e56de6ddeaa62422be143714f53597527ff38995bd79d8c8371580dc6,4781400,SC,0.8238686244096245,,895,208.125,0.920,0.29973,980,987
383a5b130c4ffc93483127fdc578bcd0dea3a416ffdcc88b3c1dc4bc1b7093fe,2731700,SP,1.000,0.9115244095150975,920,249.73333333333332,0.950,0.000,975,987
bdd54fd0f5f2e69b72e57d186428384ab6ff577554d26eff2a8cdab980e6dd52,2543800,SP,0.4561488150978655,0.050,369,135.3913043478261,0.630,0.34819,173,976
c2cd71c23abe18f219b7d69e7ae760a112727db130733e03846483a4fb7a8ed5,4635402,RJ,0.41163344921392303,,885,147.60109289617486,0.890,0.19028,948,986
a271bdc5a512c72670b8b726dfb634417631d9a3e667a698322a460496a7e379,4711301,RJ,0.9254434873134383,0.7813010201585932,909,205.94736842105263,0.970,0.01962,976,988
7b0c6b3b1f1d4aa0e2c24d41ae6966fc4c9bce1859fdd40012aeda36bffece95,4771701,PR,0.9836159883874307,,950,245.66666666666666,0.980,0.000,979,989
76d3d0319332f7125793014781d757b5851e9d4d2f8a27ab28a697dd85eac160,2071100,PE,0.9261868090772609,0.8357881494230962,955,247.26666666666668,0.970,0.00482,981,988
85d0549f431bc138218aa93934b195868a8e7674ddcafbd37151323c182b95ab,4679699,"",0.05658591907667693,,86,30.000,0.570,0.000,754,894
2d22f558b5a8b95f45a194b9697e1da19e6b33feae2ddf6fc5601be15d72653d,3103900,SC,0.5908376560474731,0.3266370410975574,672,14.500,0.780,0.77332,857,988
f340cefac15ea5fe6b169d5416b1d31c099366b7555a8ebdc229be345b0ea3da,2829199,SP,0.4234746931378058,0.8978584913487249,355,149.4608695652174,0.770,0.13205,833,979
dacdae60db84c43ed760f932a5a32f339a43444fd574ebd28aa62fb5478ee8d4,4781400,RN,0.45154138155503465,,178,7.666666666666667,0.770,1.000,390,952
96097c6e94a90866c4db3dddc8dd19064631a661b5294cad6511822ebc231552,4644301,RJ,0.06642894612283247,0.45248533712316996,154,151.02325581395348,0.540,0.4617,67,966
535faea3f7457c12de552873caf4c33ce801298007f7e699123c2f2d1bacb025,1011201,SP,0.5719248431409318,0.656053884875163,871,219.16666666666666,0.890,0.00709,961,988
38bc5553dcf877acb0773bff413ec1ad755d076d58cb71c469c48bf62f7285bd,4729699,DF,0.970295400539733,0.9373962952376915,918,242.58333333333334,0.940,0.1374,971,988
5280e27505df9a49ba81fca62e9322151a91d00d47f1a154fc0f5c2e614a6b2c,4649499,SC,0.5473698144476226,0.9359964224666975,872,129.7391304347826,0.870,0.000,979,985
000b6b5897c37b89cc5aba2150791a68fd39ec48ca21f50f1ebe64857e08ab3c,3104700,SP,0.9424372816307661,0.8068388506602662,937,203.16666666666666,0.950,0.03687,983,988
b829fec22c3d8f48c13f7daebf0c77840534643a26ac6dbb0787e30cdea2ad1c,4772500,PR,0.13887686136812508,,148,154.10526315789474,0.780,0.07559,29,449
5cb312ae950defe51c43b448230af8b0975aec288bb7bc3ca530d602f014568b,4120400,RJ,0.4773517929229398,0.5302839021288103,61,39.86277873070326,0.350,0.01934,166,983
44fd039fa627953a991b5f034d8eecd897fc908835f46e79c9378805fe130775,4930201,SP,0.925966864632144,0.9701333861640546,943,230.33333333333334,0.960,0.000,973,986
a793823b822234cf40a17cd4433708a047e9ca2c08a5487fb498bd7acd93ed8c,4755501,SC,0.8642044066672142,,860,207.750,0.750,0.000,932,988
b3203880d420dc2dd033a0fedf0e92b0af19c25e252e0a25d094b2d4987fe70a,7711000,"",0.6648534328837856,0.8025432107183036,705,115.3529411764706,0.700,0.14148,644,971
ac8f0f2f377ddfe1ebd3bc83cb860d6236c253a3cec0bc3e19534f9174b812bb,4672900,MT,0.9866334328339302,0.8073710673574701,950,223.22222222222223,0.960,0.000,979,988
e2fa22b6fb5a067ba45d7e6cd64fe4f6576e3e9201db3d892661c1e20c8c0460,1412602,SC,0.8166934464384389,0.7696607407089927,952,253.21428571428572,0.910,0.000,981,988
05b8460a04107e073e6709b746eb03db0685615148cd9dcb765b6aa44401335a,4322301,PR,0.9628720142164277,1.000,771,70.600,0.900,0.000,936,987
3998eedd9e5195e7be9614c5532f327fc3545f092eeffd74aea93d9004b5073a,4782201,AC,0.050,,502,31.38095238095238,0.330,0.34097,143,537
dc50ac317904be47916b3e85ab41d32d156b54cf9a50947894442f4f1d2c35e4,4755501,MS,0.9769789860675748,,961,215.54545454545453,0.990,0.14352,979,988
d28bb60804308befdd488c42f4504b8509ede4839a5e1a8c4327815b0623939d,4771701,PR,0.9168197455695217,0.500,938,113.000,0.980,0.04463,975,989
2209390d2b23527b4bd0c8f106ac275d5fcba572d22c1d157f5ff81b84d6cecd,4757100,MG,0.9635949844837446,1.000,947,215.600,0.950,0.07311,980,989
9ce46791a81cf9a7ef774a2fa9eca82505c0da0cc0cb1ce2f7214c200f8fc9d5,4781400,SP,0.8669227236732694,,889,115.250,0.910,0.000,954,988
af2d0a78f1eee81d48a65f652ba5f17b69c48ce516eafdcf9952b406c8b55b25,4781400,MA,0.7581497675837048,,854,139.000,0.960,0.25854,956,989
a616456178a90c6e327e26aa62e152736757ae00c5f3df83b49751f9f35fe5df,4645102,"",0.059304194759364916,0.4147788705890357,123,45.41477272727273,0.210,0.416,29,589
b549bec8e9780b51a103cff2289bfef62d93f3780fa8d3c0f372d98166e66fda,2031200,PE,0.9168990793777643,0.8875966374055525,959,208.000,0.970,0.01493,979,988
ea6ac14ae6a8534591a5629f6e57b528caa25db3f498ae9c0aa76152f907da32,6810203,MS,0.9271861594617192,,705,76.800,0.930,0.39336,972,989
24741983688316465fb0c8622ce0ac4af56de6f57d27edcbbca941452f82b0cf,4644301,SP,0.1948696089967667,0.6050909103721251,136,82.3267716535433,0.450,0.18095,42,942
3709b8fc22940f82699893e1d5ccd85fffab3cb8645e2d5b8d491a28d577e124,4541206,CE,0.44646840409656596,,402,125.200,0.920,0.55055,41,910
c8929e290858206639af4c6e82885a8f7886715a11547f06335b8da59e62aac2,4781400,TO,0.5154533082601316,,529,134.42857142857142,0.900,0.23167,558,963
8775e2e46c14c7a3a17fa983fd69087a92ec0ee81109e7d32dad2b055f31ae18,4742300,SC,0.9380957501786972,,929,247.800,0.970,0.000,972,988
bad9f2385bf9479104c2247e1f17e1427e87d638cef8eddf549c79b2ead46db0,8640203,DF,0.7243580890081662,,320,72.7457627118644,0.700,0.14985,486,988
e137c27d8eebaebc15cf24addf5be3f9ff38b023edca9da5abf8c44cc043cd2f,1041400,SP,0.9112595582560645,0.937152095867412,924,220.01234567901236,0.950,0.03988,968,988
d8bac708d406db705c2feb5d26a8116587ec1749fb50863ede3a47b1fca94599,4530703,GO,0.9776715680028096,0.5266769169424393,913,262.3333333333333,0.940,0.000,977,987
5aa13b2ba1a6c61d440cfe52f393b0e820d7d448811d9db8b65baf9b06fa3e5a,4689399,SP,0.8417002140417227,0.7162837430018877,531,92.94736842105263,0.720,0.19812,230,984
632294a9fe82656443f1eb1ffcedb3955d7fde4c2ee400c95fcc2f1a3ae12e19,4781400,RS,1.000,,906,0.000,0.890,0.000,948,988
dd64c9ba46dba5a84ed89cf5794a0108075546dcaff7d502183438d9f6b3b489,4729699,BA,0.9053001793252337,,896,186.67708333333334,0.960,0.05991,977,988
89345df448c07025ca9e2ba5adbba1b54b0e95474de86c2de545312343131a39,4530703,SP,0.9626363185576533,,634,244.000,0.650,0.000,357,964
cbe1d3d7615251ae9a833cfcdeb2bc896d8eb49047c28db96706648fafe19f11,4781400,RS,0.6499561055598161,,673,122.53333333333333,0.870,0.26598,936,988
7aa05d3d9f35c628ad7972ea5ab5c231e95789782b607041c353bdb7bd2e6f39,4744099,SC,0.9939085161153361,,948,256.5882352941176,0.980,0.000,974,988
6f957351dad42f5dd26a33cd2e69edac8236c63ed64a392d3bb5d8380a9014d7,4781400,MS,0.9561944879199201,,950,188.000,0.940,0.000,985,988
d47374dff57f020161a227b0cf99d40926542eb833447b41b7a81d5bfb72cc6b,1099699,SC,0.744906202909405,0.9786589269384172,872,223.600,0.890,0.000,970,987
bfc2c2b996987fb82beb24ff85e926d6267438fb419a1b07a99c504a2c12516c,4712100,BA,0.8855983352186729,,918,194.58333333333334,0.950,0.00689,965,989
cf8fa9f6f4ef263ac410078a80827e8826d0c176fa0e3b19e045cd817fedc7da,4713002,RJ,1.000,,938,0.000,1.000,0.000,865,978
bc640fe262164de78ab1ee92def8aa7c3a7a0686b3225561de6f36016d6c2c17,4751201,SP,0.9384957612952047,1.000,870,169.93333333333334,0.900,0.11694,974,988
9225e2b1f7bd3d86b11330aa27b8b8cc15be5b99dbe799b629ac818c02f2a851,4771701,PR,0.9527172206044816,,939,228.47058823529412,0.970,0.000,980,987
6f1341bb059dc722662c9c0c5f429155d8724de17dc4b3b31c56062b59d8caea,4781400,MG,0.8909152257216247,,919,242.500,0.900,0.000,977,988
51c51f96612c9fca4bd8e846813f2bba2c1bf59973cc940c9596e17f36b847c9,4530703,"",0.5432724948748562,,136,180.61111111111111,0.670,0.60733,92,822
87bc655b9769e24019c8fc44467283949922090f22239deb9e5fcadc4f6a6960,4781400,MG,0.9849171251068597,,926,97.000,0.980,0.000,970,988
9a0bb8eb16430b04ada644974318f5de5a17e6306b9d87bdfcd1fa8fcd493d5c,1521100,SP,0.2933132448624855,,576,164.875,0.700,0.000,938,986
e91b385fe3e71061b4e06cfa9f46dd9688ebd4ccd60023c182923fc48bd72b88,4543900,PI,0.050,,111,0.000,0.500,0.000,752,897
29a07141d9bb13974d5aadf36a884e50916b577287c53ebf10cddeb512a10255,2593400,SP,0.37885400884344866,0.7634008977145429,233,80.9499304589708,0.510,0.0988,66,965
4a6dd3f9ce4aa47ac4f69e0749683ba6a5387887844f22ebec18586de5723e80,4665600,"",0.975804989535998,0.8806902074450227,950,209.33333333333334,0.960,0.04149,983,987
d7f8cce75f5cdd649c20a74cf799cd44505aa88f919ef5df64a82970faa13fcf,4771701,PR,0.7993947674370854,,964,202.41666666666666,0.980,0.000,982,989
2784d306a315a61ede82b399deeb2f65650deb8ce2bc6d4c1cb13a0bc912e61c,2091600,"",0.5422545774812773,0.9457409847890336,616,131.56764705882352,0.750,0.07977,110,984
f30f5300749d4b87af96a29670ee448e72b06e2f9b46abc53f7c71a3244ea6f9,1414200,SP,0.9360070210469628,0.9255200673902862,940,239.7659574468085,0.970,0.00545,981,988
cb0b37ba2969ad65376df4a016482ab8c0b9e6639ed60ea5544d8fdada376591,4754701,SP,1.000,,954,241.000,0.990,0.000,977,986
3b8f620bf1529b1cbafbd17e8f23ee00ae62d6105eb2506390aa88137c1855b5,4649408,SC,0.9524343937053267,0.9403600919234211,956,169.200,0.900,0.000,971,988
9eb2191727f372d99650eda6c21193b9ecd84904ccdc3e0dce16ef1a43ecebf9,4649499,SC,0.9137355168856607,0.3207310525714205,951,190.33333333333334,0.900,0.000,980,988
