data_processamento;selic_meta;cdi_diario;dolar_venda;ipca_mensal;igpm_mensal;incc_m;ibc_br;inadimplencia_total;inadimplencia_pj;inadimplencia_pf;utilizacao_capacidade;ic_br_agro;ic_br_energia
2020-07-04;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-05;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-06;2.25;0.008442;5.3085;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-07;2.25;0.008442;5.3318;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-08;2.25;0.008442;5.3482;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-09;2.25;0.008442;5.2978;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-10;2.25;0.008442;5.344;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-11;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-12;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-13;2.25;0.008442;5.3486;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-14;2.25;0.008442;5.4288;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-15;2.25;0.008442;5.3491;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-16;2.25;0.008442;5.356;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-17;2.25;0.008442;5.351;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-18;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-19;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-20;2.25;0.008442;5.3635;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-21;2.25;0.008442;5.2283;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-22;2.25;0.008442;5.1111;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-23;2.25;0.008442;5.1647;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-24;2.25;0.008442;5.2146;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-25;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-26;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-27;2.25;0.008442;5.1889;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-28;2.25;0.008442;5.1777;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-29;2.25;0.008442;5.1395;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-30;2.25;0.008442;5.1837;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-07-31;2.25;0.008442;5.2033;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-01;2.25;nan;nan;0.24;2.74;0.72;93.73677;2.65;3.3;1.83;75.5;251.34;268.54
2020-08-02;2.25;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-03;2.25;0.008442;5.3075;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-04;2.25;0.008442;5.3329;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-05;2.25;0.008442;5.276;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-06;2.0;0.007469;5.3431;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-07;2.0;0.007469;5.4227;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-08;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-09;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-10;2.0;0.007469;5.3933;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-11;2.0;0.007469;5.4285;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-12;2.0;0.007469;5.4551;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-13;2.0;0.007469;5.3801;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-14;2.0;0.007469;5.3852;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-15;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-16;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-17;2.0;0.007469;5.4497;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-18;2.0;0.007469;5.4659;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-19;2.0;0.007469;5.4906;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-20;2.0;0.007469;5.651;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-21;2.0;0.007469;5.6064;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-22;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-23;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-24;2.0;0.007469;5.5954;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-25;2.0;0.007469;5.5997;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-26;2.0;0.007469;5.568;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-27;2.0;0.007469;5.5956;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-28;2.0;0.007469;5.4679;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-29;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-30;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-08-31;2.0;0.007469;5.4713;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-01;2.0;0.007469;5.3732;0.64;4.34;1.16;95.63929;2.43;3.14;1.54;79.3;252.69;273.79
2020-09-02;2.0;0.007469;5.3741;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-03;2.0;0.007469;5.3079;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-04;2.0;0.007469;5.2848;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-05;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-06;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-07;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-08;2.0;0.007469;5.3698;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-09;2.0;0.007469;5.3024;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-10;2.0;0.007469;5.2936;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-11;2.0;0.007469;5.2854;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-12;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-13;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-14;2.0;0.007469;5.2984;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-15;2.0;0.007469;5.2728;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-16;2.0;0.007469;5.2532;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-17;2.0;0.007469;5.2593;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-18;2.0;0.007469;5.2889;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-19;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-20;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-21;2.0;0.007469;5.444;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-22;2.0;0.007469;5.4329;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-23;2.0;0.007469;5.5311;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-24;2.0;0.007469;5.5714;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-25;2.0;0.007469;5.5667;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-26;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-27;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-28;2.0;0.007469;5.5858;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-29;2.0;0.007469;5.6528;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-09-30;2.0;0.007469;5.6407;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-01;2.0;0.007469;5.6441;0.86;3.23;1.73;97.51876;2.35;3.06;1.47;81.7;266.69;289.01
2020-10-02;2.0;0.007469;5.6464;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-03;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-04;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-05;2.0;0.007469;5.6299;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-06;2.0;0.007469;5.5205;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-07;2.0;0.007469;5.6018;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-08;2.0;0.007469;5.62;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-09;2.0;0.007469;5.5393;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-10;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-11;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-12;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-13;2.0;0.007469;5.5859;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-14;2.0;0.007469;5.5675;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-15;2.0;0.007469;5.6172;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-16;2.0;0.007469;5.6226;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-17;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-18;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-19;2.0;0.007469;5.6023;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-20;2.0;0.007469;5.583;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-21;2.0;0.007469;5.6006;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-22;2.0;0.007469;5.582;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-23;2.0;0.007469;5.612;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-24;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-25;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-26;2.0;0.007469;5.6328;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-27;2.0;0.007469;5.6491;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-28;2.0;0.007469;5.7325;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-29;2.0;0.007469;5.7803;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-30;2.0;0.007469;5.7718;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-10-31;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-01;2.0;nan;nan;0.89;3.28;1.28;97.5019;2.23;2.97;1.29;81.8;267.0;290.4
2020-11-02;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-03;2.0;0.007469;5.6895;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-04;2.0;0.007469;5.6932;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-05;2.0;0.007469;5.5624;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-06;2.0;0.007469;5.5313;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-07;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-08;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-09;2.0;0.007469;5.2821;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-10;2.0;0.007469;5.3696;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-11;2.0;0.007469;5.402;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-12;2.0;0.007469;5.4094;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-13;2.0;0.007469;5.4854;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-14;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-15;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-16;2.0;0.007469;5.4198;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-17;2.0;0.007469;5.3968;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-18;2.0;0.007469;5.2932;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-19;2.0;0.007469;5.333;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-20;2.0;0.007469;5.3505;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-21;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-22;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-23;2.0;0.007469;5.3828;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-24;2.0;0.007469;5.4037;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-25;2.0;0.007469;5.3508;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-26;2.0;0.007469;5.3201;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-27;2.0;0.007469;5.3494;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-28;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-29;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-11-30;2.0;0.007469;5.3317;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-01;2.0;0.007469;5.2789;1.35;0.96;0.7;97.68183;2.11;2.84;1.2;80.2;263.38;282.23
2020-12-02;2.0;0.007469;5.2267;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-03;2.0;0.007469;5.1625;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-04;2.0;0.007469;5.1706;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-05;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-06;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-07;2.0;0.007469;5.1018;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-08;2.0;0.007469;5.092;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-09;2.0;0.007469;5.1109;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-10;2.0;0.007469;5.0852;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-11;2.0;0.007469;5.0691;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-12;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-13;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-14;2.0;0.007469;5.0578;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-15;2.0;0.007469;5.0968;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-16;2.0;0.007469;5.1057;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-17;2.0;0.007469;5.0612;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-18;2.0;0.007469;5.0986;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-19;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-20;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-21;2.0;0.007469;5.1572;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-22;2.0;0.007469;5.1473;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-23;2.0;0.007469;5.174;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-24;2.0;0.007469;5.18;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-25;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-26;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-27;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-28;2.0;0.007469;5.239;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-29;2.0;0.007469;5.1942;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-30;2.0;0.007469;5.1967;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2020-12-31;2.0;0.007469;5.1967;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-01;2.0;nan;nan;0.25;2.58;0.89;97.94531;2.14;2.88;1.2;78.1;291.18;314.23
2021-01-02;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-03;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-04;2.0;0.007469;5.1626;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-05;2.0;0.007469;5.3269;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-06;2.0;0.007469;5.3182;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-07;2.0;0.007469;5.3433;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-08;2.0;0.007469;5.3683;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-09;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-10;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-11;2.0;0.007469;5.4966;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-12;2.0;0.007469;5.4637;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-13;2.0;0.007469;5.307;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-14;2.0;0.007469;5.2617;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-15;2.0;0.007469;5.2714;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-16;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-17;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-18;2.0;0.007469;5.2788;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-19;2.0;0.007469;5.2945;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-20;2.0;0.007469;5.3033;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-21;2.0;0.007469;5.3166;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-22;2.0;0.007469;5.4301;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-23;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-24;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-25;2.0;0.007469;5.5089;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-26;2.0;0.007469;5.3865;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-27;2.0;0.007469;5.3824;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-28;2.0;0.007469;5.4282;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-29;2.0;0.007469;5.4759;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-30;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-01-31;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-01;2.0;0.007469;5.4608;0.86;2.53;1.89;98.85581;2.23;2.92;1.35;78.5;311.65;331.74
2021-02-02;2.0;0.007469;5.3875;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-03;2.0;0.007469;5.3423;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-04;2.0;0.007469;5.391;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-05;2.0;0.007469;5.3884;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-06;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-07;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-08;2.0;0.007469;5.367;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-09;2.0;0.007469;5.4216;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-10;2.0;0.007469;5.4024;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-11;2.0;0.007469;5.3626;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-12;2.0;0.007469;5.3815;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-13;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-14;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-15;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-16;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-17;2.0;0.007469;5.4138;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-18;2.0;0.007469;5.4238;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-19;2.0;0.007469;5.3924;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-20;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-21;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-22;2.0;0.007469;5.5044;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-23;2.0;0.007469;5.449;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-24;2.0;0.007469;5.4182;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-25;2.0;0.007469;5.46;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-26;2.0;0.007469;5.5302;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-27;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-02-28;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-01;2.0;0.007469;5.5832;0.93;2.94;1.3;95.30372;2.13;2.87;1.2;77.2;328.22;346.53
2021-03-02;2.0;0.007469;5.6844;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-03;2.0;0.007469;5.7342;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-04;2.0;0.007469;5.6008;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-05;2.0;0.007469;5.687;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-06;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-07;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-08;2.0;0.007469;5.7343;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-09;2.0;0.007469;5.8397;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-10;2.0;0.007469;5.7449;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-11;2.0;0.007469;5.589;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-12;2.0;0.007469;5.564;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-13;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-14;2.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-15;2.0;0.007469;5.6296;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-16;2.0;0.007469;5.5851;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-17;2.0;0.007469;5.6579;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-18;2.75;0.010379;5.5474;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-19;2.75;0.010379;5.5082;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-20;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-21;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-22;2.75;0.010379;5.5269;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-23;2.75;0.010379;5.4951;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-24;2.75;0.010379;5.533;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-25;2.75;0.010379;5.6585;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-26;2.75;0.010379;5.7042;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-27;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-28;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-29;2.75;0.010379;5.7925;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-30;2.75;0.010379;5.7642;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-03-31;2.75;0.010379;5.6973;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-04-01;2.75;0.010379;5.6849;0.31;1.51;0.9;96.45102;2.19;2.91;1.27;75.6;332.2;350.9
2021-04-02;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-04-03;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-04-04;2.75;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-04-05;2.75;0.010379;5.6579;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
2021-04-06;2.75;0.010379;5.6263;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
